handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_ec705a19-3148-c6cf-357b-a4897627567d,Product,MITSUBISHI CAM AÇMA ve KAPATMA DÜĞMESİ ÖN SOL (DÖRTLÜ),<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Ön Sol (Dörtlü )<br><strong>•</strong> Mıtsubıshı &gt; Carısma 95 &gt;<br><strong>•</strong> OEM&nbsp;MR740599</p>,01f459_a5ce7039a53c42468ff427ebf1d1ee87~mv2.jpg,Cam Açma Kapama Düğmeleri;MITSUBISI,RCW A226 > OEM MR740599,(KDV Hariç) Liste Fiyatı,1226.8,,true,PERCENT,0.0,11,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>MITSUBISHI CARISMA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_ccfa3a5e-ee18-361b-fdbb-2e8208b13d09,Product,IVECO CAM AÇMA ve KAPATMA DÜĞMESİ ÇİFTLİ SAĞ ÇERÇEVELİ,<p><strong>• </strong>Cam Açma Kapatma Düğmesi Çiftli Sağ Çerçeveli&nbsp;<br><strong>• </strong>Iveco &gt; Daıly 06&gt;12<br><strong>• </strong>OEM&nbsp;5801304492</p>,01f459_544900584c974565957a0f3863a273cc~mv2.jpg,Cam Açma Kapama Düğmeleri;IVECO,RCW A225 > OEM 5801304492,(KDV Hariç) Liste Fiyatı,493.15,,true,PERCENT,0.0,26,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>IVECO DAILY</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_6c6a0deb-67bb-ce0f-d34a-035b4c708c53,Product,MERCEDES CAM AÇMA ve KAPATMA DÜĞMESİ SAĞ TEKLİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Sağ Tekli&nbsp;<br><strong>•</strong> Mercedes &gt; Axor - Atego<br><strong>•</strong> OEM&nbsp;0015452013 0045452013</p>,01f459_df125ca36a6c4b88812d388a4f74b34e~mv2.jpg,Cam Açma Kapama Düğmeleri,RCW A224 > OEM 0015452013 0045452013,(KDV Hariç) Liste Fiyatı,1138.2,,true,PERCENT,0.0,264,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>MERCEDES TRUCK</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_26d1ee0a-8caa-8602-f1c4-db859add721c,Product,HYUNDAI CAM AÇMA KAPATMA DÜĞMESİ ÖN SOL,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Ön Sol&nbsp;<br><strong>•</strong> Hyundaı &gt; Accent - Era 2006 &gt;&nbsp;<br><strong>•</strong> OEM&nbsp;93570-1E110</p>,01f459_01cbf1e051fb4da3b0af32e2e796121e~mv2.jpg,Cam Açma Kapama Düğmeleri;HYUNDAI,RCW A223 > OEM 93570-1E110,(KDV Hariç) Liste Fiyatı,1183.7,,true,PERCENT,0.0,17,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>HYUNDAİ ACCENT ERA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_b123e56f-5bd2-62d7-c22f-13461690e1de,Product,VOLKSWAGEN YAKIT DEPOSU VENTO BAGAJ AÇMA DÜĞMESİ ÇİFTLİ NIKELAJLI,<p><strong>•</strong> Yakıt Deposu Vento Bagaj Açma Düğmesi&nbsp;<br><strong>• </strong>Volkswagen &gt; Passat 06 &gt; 11 CC 09 &gt; - Jetta 11 &gt;&nbsp;<br><strong>•</strong> OEM&nbsp;35D959903B</p>,01f459_5e5e09baa77544fca9c74e0329ba3d39~mv2.jpg,Cam Açma Kapama Düğmeleri;VOLKSWAGEN,RCW A222 > OEM 35D959903B,(KDV Hariç) Liste Fiyatı,307.55,,true,PERCENT,0.0,19,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>PASSAT - JETTA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_3b24146d-8580-8638-f17a-4594989d54b2,Product,CITROEN CAM AÇMA ve KAPATMA DÜĞMESİ SOL DÖRTLÜ AYNA KATLAMALI ÇOCUK KİLİTLİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Sol Dörtlü Ayna Katlamalı Çocuk Kilitli<br><strong>•</strong> Cıtroen &gt; C4 Pıcasso&nbsp;<br><strong>•</strong> OEM&nbsp;96639383ZD - 6554YH</p>,01f459_67f9aaf03e4e4439baaecc8292b3d6db~mv2.jpg,Cam Açma Kapama Düğmeleri;CITROEN,RCW A221 > OEM 96639383ZD - 6554YH,(KDV Hariç) Liste Fiyatı,1847.0,,true,PERCENT,0.0,8,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>CITROEN C4 PICASSO</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_9a3ebfcf-bc5a-00da-be85-d95d93c18ee5,Product,HYUNDAI CAM AÇMA KAPATMA DÜĞMESİ ÖN SOL ÇERÇEVESİZ ÇİFTLİ,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Ön Sol Çerçevesiz Çiftli&nbsp;<br><strong>•</strong> Hyundaı &gt; H100 Kamyonet 2004 &gt;&nbsp;<br><strong>•</strong> OEM&nbsp;93570 - 4F000MP</p>,01f459_c273187d5efe4e90a0e6a9844c67d77c~mv2.jpg,Cam Açma Kapama Düğmeleri;HYUNDAI,RCW A220 > OEM 93570 - 4F000MP,(KDV Hariç) Liste Fiyatı,447.3,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>H100</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_07715b99-d7eb-176a-a33d-67dbca4f25c9,Product,IVECO CAM AÇMA ve KAPATMA DÜĞMESİ TEKLİ SAĞ ÇERÇEVELİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Tekli Sağ Çerçeveli&nbsp;<br><strong>•</strong> Iveco &gt; Daıly 99 &gt; 06<br><strong>•</strong> OEM&nbsp;500321135</p>,01f459_b45fe763e1f14ed0a70f8f7e5d0a4aff~mv2.jpg,Cam Açma Kapama Düğmeleri;IVECO,RCW A219 > OEM 500321135,(KDV Hariç) Liste Fiyatı,307.5,,true,PERCENT,0.0,5,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>IVECO DAILY</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_33df7b1e-dc6b-bf87-ecac-cd1051517670,Product,TOYOTA CAM AÇMA KAPAMA DÜĞMESİ SOL DÖRTLÜ,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Sol Dörtlü<br><strong>•</strong> Toyota &gt; Corolla 08 - Rav 4<br><strong>•</strong> OEM&nbsp;84820 - 06100</p>,01f459_9a2056db8b344c34b0558ca7d7cdb6b4~mv2.jpg,Cam Açma Kapama Düğmeleri;TOYOTA,RCW A218 > OEM 84820 - 06100,(KDV Hariç) Liste Fiyatı,1059.1,,true,PERCENT,0.0,2,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>COROLLA RAV4</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_de8e6d22-fab3-d3b4-5c2a-9d66cdb2215b,Product,FORD - MAZDA CAM AÇMA KAPATMA DÜĞMESİ TEKLİ ( 5 PIN ),<p><strong>•</strong> Cam Açma Kapatma Düğmesi Tekli ( 5 Pın )<br><strong>•</strong> Ford &gt; Ranger 02 06&nbsp;<br><strong>•</strong> Mazda &gt; B2500<br><strong>•</strong> OEM&nbsp;2M3414529BA</p>,01f459_78078b9b13fb4c31a4f74a69d44aac1f~mv2.jpg,Cam Açma Kapama Düğmeleri;FORD;MAZDA,RCW A217 > OEM 2M3414529BA,(KDV Hariç) Liste Fiyatı,209.35,,true,PERCENT,0.0,22,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>MAZDA - RANGER</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_9c29d3fe-43b2-e4e2-2b7e-20002be3ea15,Product,CHEVROLET CAM AÇMA ve KAPATMA DÜĞMESİ SOL ÖN,<p><strong>•</strong> Cam Açma ve Kapatma Dörtlü Sol Ön&nbsp;<br><strong>•</strong> Chevrolet &gt; Aveo T300<br><strong>•</strong> OEM&nbsp;95188246 95460074</p>,01f459_94dca38de00444eaaace208a57f80268~mv2.jpg,Cam Açma Kapama Düğmeleri;CHEVROLET,RCW A216 > OEM 95188246 95460074,(KDV Hariç) Liste Fiyatı,882.6,,true,PERCENT,0.0,102,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>AVEO</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_54cc2133-09eb-a4ef-2d77-aa627c81d490,Product,AUDI CAM AÇMA ve KAPATMA DÜĞMESİ DÖRTLÜ (KROM),<p><strong>•</strong> Cam Açma Kapatma Düğmesi Dörtlü (Krom)<br><strong>•</strong> Audı &gt;&nbsp;A3 09&gt;13 Q7 10&gt;15<br><strong>•</strong> OEM&nbsp;4F0959851H</p>,01f459_39396b7337274f59a50a2444284a7fc7~mv2.jpg,Cam Açma Kapama Düğmeleri;AUDI,RCW A215 >  OEM 4F0959851H,(KDV Hariç) Liste Fiyatı,990.1,,true,PERCENT,0.0,20,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>A3 Q7</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_f3ce8423-8588-44e8-215a-35d0359794ce,Product,DACIA CAM AÇMA KAPATMA DÜĞMESİ TEKLİ ( 5 FİŞ ),<p><strong>•</strong> Cam Açma Kapatma Düğmesi Tekli ( 5 Fiş )<br><strong>•</strong> Dacıa &gt; Sandero - Duster&nbsp;<br><strong>•</strong> OEM&nbsp;8200325065</p>,01f459_5f4322ff82244dec893b209987e0e9fc~mv2.jpg,Cam Açma Kapama Düğmeleri;DACIA,RCW A214 > OEM 8200325065,(KDV Hariç) Liste Fiyatı,139.8,,true,PERCENT,0.0,76,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>DUSTER SANDERO</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_7ee1de89-7080-c74c-8380-6b1e0e1a6d60,Product,IVECO CAM AÇMA ve KAPATMA DÜĞMESİ ÇİFTLİ SAĞ ÇERÇEVELİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Çiftli Sağ Çerçeveli&nbsp;<br><strong>•</strong> Iveco &gt; Daıly 12&gt;14<br><strong>•</strong> OEM&nbsp;5801484225</p>,01f459_5d1a624ac3e0479cb93fe5fb4423e3a6~mv2.jpg,Cam Açma Kapama Düğmeleri;IVECO,RCW A213 > OEM 5801484225,(KDV Hariç) Liste Fiyatı,555.9,,true,PERCENT,0.0,17,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>IVECO DAILY</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_94583af4-8a55-77c2-5170-61eaeec03054,Product,OPEL CAM AÇMA KAPATMA DÜĞMESİ ARKA TEKLİ,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Arka Tekli&nbsp;<br><strong>•</strong> Opel &gt; Vectra B<br><strong>•</strong> OEM&nbsp;90433369</p>,01f459_693e072e1df447f0922f080484d20a10~mv2.jpg,Cam Açma Kapama Düğmeleri;OPEL,RCW A212 > OEM 90433369,(KDV Hariç) Liste Fiyatı,267.0,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>VECTRA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_5aa0814f-8536-cc04-4e65-34285900b8fd,Product,NISSAN CAM AÇMA ve KAPATMA DÜĞMESİ SOL DÖRTLÜ ( 16 PIN ),<p><strong>•</strong> Cam Açma Kapatma Düğmesi Sol Dörtlü ( 16 Pın )<br><strong>•</strong> Nıssan &gt; QASHQAI<br><strong>•</strong> OEM&nbsp;25401-BB60B - 25401-BB65B</p>,01f459_34fdd7be4f3a4a5faace0295eef7efc3~mv2.jpg,Cam Açma Kapama Düğmeleri;NISSAN,RCW A211 > OEM 25401-BB60B - 25401-BB65B,(KDV Hariç) Liste Fiyatı,1183.7,,true,PERCENT,0.0,30,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>QASHQAI</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_07c7e46e-2260-ae9c-1f3d-e68bce1075ec,Product,OPEL AYNA AYAR KUMANDASI,<p><strong>•</strong> Ayna Ayar Kumandası&nbsp;<br><strong>•</strong> Opel &gt; Vectra A B - Astra F&nbsp;<br><strong>•</strong> OEM&nbsp;9030841 90431308</p>,01f459_07c65d4221644983a66082598e7ae417~mv2.jpg,Cam Açma Kapama Düğmeleri;OPEL,RCW A210 > OEM 9030841 90431308,(KDV Hariç) Liste Fiyatı,472.85,,true,PERCENT,0.0,53,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>VECTRA ASTRA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_02ed975c-d551-8807-a10b-811f11f132c7,Product,IVECO CAM AÇMA ve KAPATMA DÜĞMESİ ÇİFTLİ SOL ÇERÇEVELİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Çiftli Sol Çerçeveli<br><strong>•</strong> Iveco &gt; Daıly &gt;99-06<br><strong>•</strong> OEM&nbsp;500321134</p>,01f459_18ebd67c7d234bdca2c5284fde9a4c05~mv2.jpg,Cam Açma Kapama Düğmeleri;IVECO,RCW A209 > OEM 500321134,(KDV Hariç) Liste Fiyatı,654.2,,true,PERCENT,0.0,16,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>IVECO DAILY</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_d0613bd0-eb00-0180-f6cd-5780e7bc27cc,Product,HONDA CAM AÇMA ve KAPATMA DÜĞMESİ SOL DÖRTLÜ ( PIN 22 ),<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Sol Dörtlü ( Pın 22 )<br><strong>•</strong> Honda &gt; Cıvıc 06 &gt;<br><strong>•</strong> OEM&nbsp;35750-SNA-A13</p>,01f459_00368c37166a474ea1f1ea343581c8be~mv2.jpg,Cam Açma Kapama Düğmeleri;HONDA,RCW A208 > OEM 35750-SNA-A13,(KDV Hariç) Liste Fiyatı,1078.3,,true,PERCENT,0.0,OutOfStock,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>HONDA CIVIC</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_dbc3810b-6f15-242d-6ca4-f6683d338d63,Product,SKODA MERKEZİ KİLİT ANAHTARI,<p><strong>•</strong> Merkezi Kilit Anahtarı&nbsp;<br><strong>•</strong> Skoda &gt; Octavıa 2 - Yetı<br><strong>•</strong> OEM&nbsp;1Z0962125A</p>,01f459_0f666dda5e714ed1970e19ccc311b8e4~mv2.jpg,Cam Açma Kapama Düğmeleri;SKODA,RCW A207 > OEM 1Z0962125A,(KDV Hariç) Liste Fiyatı,246.05,,true,PERCENT,0.0,6,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>OCTAVIA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_f0d11e24-8cff-c7d0-b6fa-84fe055db4d6,Product,RENAULT CAM AÇMA KAPATMA DÜĞMESİ SOL ÇİFTLİ SOL AUTO,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Sol Çiftli Sol Auto<br><strong>•</strong> Renault &gt; Clio 3 - Symbol - Modus&nbsp;<br><strong>•</strong> OEM&nbsp;8200214943</p><p>&nbsp;</p>,01f459_7daadcc2fac0405987b132f39e7b5885~mv2.jpg,RENAULT;Cam Açma Kapama Düğmeleri,RCW A206 > OEM 8200214943,(KDV Hariç) Liste Fiyatı,380.2,,true,PERCENT,0.0,54,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>CLIO SYMBOL MODUS</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_45299030-7225-f6cd-d64c-a372c2af6f9c,Product,FORD - MAZDA CAM AÇMA KAPATMA DÜĞMESİ SOL ÇİFTLİ ( 12 PIN ),<p><strong>•</strong> Cam Açma Kapatma Düğmesi Sol Çiftli ( 12 Pın )<br><strong>•</strong> Ford &gt; Ranger 02 06 ( 12 Pın )<br><strong>•</strong> Mazda &gt; B2500<br><strong>•</strong> OEM&nbsp;2M34-14505-DA41 4429944 3M35 14505 EA</p>,01f459_725a79b10a4d44629d1168d2da93eefd~mv2.jpg,Cam Açma Kapama Düğmeleri;FORD;MAZDA,RCW A205 > OEM 2M34-14505-DA41 4429944,(KDV Hariç) Liste Fiyatı,1118.25,,true,PERCENT,0.0,10,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>MAZDA - RANGER</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_1272a405-83e4-a510-f21d-6c2e298f44e7,Product,"MERCEDES CAM AÇMA DÜĞMESİ ÖN SOL(DÖRTLÜ, BEJ, AYNA KATLAMALI)","<p><strong>• </strong>Cam Açma Düğmesi Ön Sol (Dörtlü, Bej, Ayna Katlamalı)<strong>&nbsp;<br>• </strong>Mercedes Benz &gt; C-Class W205 14&gt; Glc - Class X253 15 &gt;<br><strong>• </strong>OEM&nbsp;A2057200648</p><p>&nbsp;</p>",01f459_eba4ad1951934f558a437682de8ba95a~mv2.jpg,Cam Açma Kapama Düğmeleri;MERCEDES,RCW A204 > OEM A2057200648,(KDV Hariç) Liste Fiyatı,1725.25,,true,PERCENT,0.0,40,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>MERCEDES BENZ</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_77644da2-3f43-7e52-c673-ff0737250e2f,Product,AUDI CAM AÇMA ve  KAPATMA DÜĞMESİ TEKLİ KROMLU,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Tekli Kromlu&nbsp;<br><strong>•</strong> Audı &gt;&nbsp;A4 13&gt;15 A5 12&gt;17 Q5 13&gt;17<br><strong>•</strong> OEM&nbsp;8K0959855B</p>,01f459_d7184b44731d4fccbabb11a7e4f59207~mv2.jpg,Cam Açma Kapama Düğmeleri;AUDI,RCW A203 > OEM 8K0959855B,(KDV Hariç) Liste Fiyatı,279.55,,true,PERCENT,0.0,27,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>A4 A5 Q5</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_8b2c650c-0aee-fc97-cc51-b6cb995f4800,Product,FORD CAM AÇMA ve KAPATMA DÜĞMESİ SOL ÇİFTLİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Sol Çiftli&nbsp;<br><strong>•</strong> Ford &gt; Transıt V362 - V363 14 &gt;<br><strong>•</strong> OEM&nbsp;GK2T14A132CA</p>,01f459_a1da347efb424715acc6ee622684276b~mv2.jpg,Cam Açma Kapama Düğmeleri,RCW A202 > OEM GK2T14A132CA,(KDV Hariç) Liste Fiyatı,1164.55,,true,PERCENT,0.0,12,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>FORD TRANSIT</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_92e88a58-d343-b60b-3ebc-8571d6fd18ed,Product,AUDI CAM AÇMA ve KAPATMA DÜĞMESİ YOLCU TARAFI TEKLİ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Yolcu Tarafı Tekli&nbsp;<br><strong>•</strong> Audı &gt;&nbsp;A1 15&gt; A6 11&gt; A7 11&gt; A8 10&gt; Q3 12&gt;<br><strong>•</strong> OEM&nbsp;4H0959855A</p>,01f459_96523c91e37d4da58a7cc9036a180d64~mv2.jpg,Cam Açma Kapama Düğmeleri;AUDI,RCW A201 > OEM 4H0959855A,(KDV Hariç) Liste Fiyatı,263.6,,true,PERCENT,0.0,14,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>AUDI A1 A6 A7 A8 Q3</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_c2e90a95-0211-71d1-1934-5d2069262603,Product,NISSAN CAM AÇMA ve KAPATMA DÜĞMESİ ÖN SOL DÖRTLÜ 16+3 PIN,<p><strong>•</strong> Cam Açma ve Kapatma Düğmesi Ön Sol&nbsp;<br><strong>•</strong> Nıssan - QASHQAI - Juke - Pathfınder - X Traıl - Altıma&nbsp;<br><strong>•</strong> OEM&nbsp;25401-1KA0B - 254013KA0A</p>,01f459_01b442bcfbb24f8e9fbafbdfe1c70e52~mv2.jpg,Cam Açma Kapama Düğmeleri;NISSAN,RCW A200 > OEM 25401-1KA0B - 254013KA0A,(KDV Hariç) Liste Fiyatı,1229.3,,true,PERCENT,0.0,17,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>QASHQAI JUKE XTRAIL</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_ad4aafe8-2bb2-283c-d29a-a904e9a58f98,Product,FIAT /PEUGEOT / CITROEN AYNA AYAR KUMANDA ANAHTARI 12 PIN,<p><strong>•</strong> Ayna Ayar Kumanda Anahtarı 12 PIN<br><strong>•</strong> Fıat &gt; Fıorıno&nbsp;<br><strong>•</strong> Peugeot &gt; Bıpper<br><strong>•</strong> Cıtroen &gt; Nemo 07 &gt; 12<br><strong>•</strong> OEM&nbsp;6490H1</p>,01f459_9a64a5af33f44693a55d63ebff5e96bc~mv2.jpg,PEUGEOT;CITROEN;FIAT;Cam Açma Kapama Düğmeleri,RCW A199 > OEM 6490H1,(KDV Hariç) Liste Fiyatı,324.3,,true,PERCENT,0.0,67,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>FIORINO BIPPER NEMO</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_347e0d0f-b3e3-4542-2dae-bdbce52a0f4c,Product,OPEL CAM AÇMA KAPATMA DÜĞMESİ SOL,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Sol&nbsp;<br><strong>•</strong> Opel &gt; Astra J - Insıgnıa - Merıva B - Zafıra C - Mokka<br><strong>•</strong> OEM&nbsp;13305373</p>,01f459_461fe1da95f9457a9306a2dcdf228ce9~mv2.jpg,Cam Açma Kapama Düğmeleri;OPEL,RCW A198 > OEM 13305373,(KDV Hariç) Liste Fiyatı,882.6,,true,PERCENT,0.0,15,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>INSIGNIA MERIVA ZAFIRA MOKKA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_cca41219-94a8-32bc-2227-02d523da0d64,Product,OPEL CAM AÇMA KAPATMA DÜĞMESİ SAĞ ÖN TEKLİ,<p>• Cam Açma Kapatma Düğmesi Sağ Ön Tekli&nbsp;<br>• Opel &gt; Astra G - Corsa - C Combo - Zafıra<br>• OEM&nbsp;6240105 6240654 24411032 910</p>,01f459_23748e630b2b495097f270d3a81a52f4~mv2.jpg,Cam Açma Kapama Düğmeleri;OPEL,RCW A197 > OEM 6240105 6240654 24411032,(KDV Hariç) Liste Fiyatı,127.4,,true,PERCENT,0.0,205,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>ASTRA G CORSA C COMBO ZAFIRA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_242fe3e8-41e6-6ac0-6c7f-7d7efd6c9552,Product,SKODA CAM AÇMA ve KAPATMA DÜĞMESİ SOL DÖRTLÜ,<p><strong>•</strong> Cam Açma ve Kapatma Düğmeis Sol Dörtlü&nbsp;<br><strong>•</strong> Skoda &gt; Octavıa 13 &gt; 17<br><strong>•</strong> OEM&nbsp;5E0959857 5E0959857A</p>,01f459_2508ee33c2e24adb9b6abe2c85f1bbd1~mv2.jpg,Cam Açma Kapama Düğmeleri,RCW A196 > OEM 5E0959857 5E0959857A,(KDV Hariç) Liste Fiyatı,682.9,,true,PERCENT,0.0,52,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>OCTAVIA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_d7534d27-ccee-3f9e-ed6f-6f59f790ee25,Product,BMW CAM DÜĞMESİ SİYAH ÇERÇEVELİ ÖN SAĞ ARKA R L,<p><strong>•</strong> Cam Düğmesi Siyah Çerçeveli Ön Sağ Arka R L&nbsp;<br><strong>•</strong> Bmw &gt; E90 - X5 - E70 - X6 - E71 - E87<br><strong>•</strong> OEM&nbsp;61316945874 61316935534 6131911</p>,01f459_debc38e64af048ec8c40fbb0ac501eda~mv2.jpg,Cam Açma Kapama Düğmeleri;BMW,RCW A195 > OEM 61316945874 61316935534,(KDV Hariç) Liste Fiyatı,363.15,,true,PERCENT,0.0,83,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>BMW</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_600c0bf5-5cfd-27c5-e99a-19d186f3bf21,Product,SCANIA CAM AÇMA KAPATMA DÜĞMESİ TEKLİ (SAĞ SOL ),<p><strong>•</strong> Cam Açma Kapatma Düğmesi Tekli ( Sağ Sol )<br><strong>•</strong> Scanıa &gt; 4 Serisi&nbsp;<br><strong>•</strong> OEM&nbsp;1413146 1368831</p>,01f459_a828e4ec4d3d4cfeb8ecd23b1311f50c~mv2.jpg,Cam Açma Kapama Düğmeleri;SCANIA,RCW A194 > OEM 1413146 1368831,(KDV Hariç) Liste Fiyatı,306.2,,true,PERCENT,0.0,38,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>SCANIA TRUCK</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_b8ab8be2-4d98-a53a-9e1f-5007dc472b78,Product,PEUGEOT - CITROEN CAM AÇMA KAPATMA DÜĞMESİ ÖN SOL,<p><strong>•</strong> Cam Açma Kapatma Düğmesi Ön Sol&nbsp;<br><strong>•</strong> Peugeot &gt; Partner 2&nbsp;<br><strong>•</strong> Cıtroen &gt; Berlıngo 2 ( 03 08 ) - Xsara - Xantıa<br><strong>•</strong> OEM&nbsp;6552KT</p>,01f459_30bdc47cc9a749018d0672e7a133ceef~mv2.jpg,PEUGEOT;CITROEN;Cam Açma Kapama Düğmeleri,RCW A193 > OEM 6552KT,(KDV Hariç) Liste Fiyatı,206.35,,true,PERCENT,0.0,99,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>PARTNER BERLINGO</p>,,,,,,,,,,,,,,,,,ROCKSWELL
product_6d478fee-cbc5-2545-43db-665d140ef2cf,Product,FORD ARKA CAM AÇMA DÜĞMESİ SOL SAĞ,<p><strong>•</strong> Arka Cam Düğmeis Sol Sağ&nbsp;<br><strong>•</strong> Ford &gt; Fıesta 08 &gt;<br><strong>•</strong> OEM&nbsp;8A6T14529AB</p>,01f459_45b7dd34d0d34aa3ba0de4da87e4101e~mv2.jpg,Cam Açma Kapama Düğmeleri;FORD,RCW A192 > OEM 8A6T14529AB,(KDV Hariç) Liste Fiyatı,290.75,,true,PERCENT,0.0,14,,,,,,,,,,,,,,,,,,,,,Uyumlu Araçlar,<p>FIESTA</p>,,,,,,,,,,,,,,,,,ROCKSWELL
